team,defense_passing_epa_x,defense_rushing_epa_x,defense_pacr_x,defesne_wopr_x,defensive_racr_x,defense_sacks_x,defense_interceptions_x,passing_epa_x,rushing_epa_x,pacr_x,wopr_x,racr_x,sacks_x,interceptions_x,opponent_x,opponent_y,team_score_x,opponent_score_x,opponent,team_x,defense_passing_epa_y,defense_rushing_epa_y,defense_pacr_y,defesne_wopr_y,defensive_racr_y,defense_sacks_y,defense_interceptions_y,passing_epa_y,rushing_epa_y,pacr_y,wopr_y,racr_y,sacks_y,interceptions_y
CHI,10.52646828,-0.557779729,1.103261352,0.229166672,0.078425378,2.333333254,1.5,-2.843157053,0.382283956,1.109271407,0.305555582,-0.523953497,4,1.25,CHI,KC,10,41,KC,KC,-2.398800611,-0.479563057,0.761711478,0.275000036,0.462710708,2.599999905,1,5.618223667,-0.110006183,1.02891171,0.200000018,0.504531801,1.333333373,1.5
DET,-3.795951128,-0.587721825,0.856275558,0.23404254,1.28368926,3.5,1.666666627,5.12949419,-0.442928672,1.144228816,0.323529363,1.30859971,1.75,1,DET,KC,21,20,KC,KC,-2.398800611,-0.479563057,0.761711478,0.275000036,0.462710708,2.599999905,1,5.618223667,-0.110006183,1.02891171,0.200000018,0.504531801,1.333333373,1.5
JAX,1.898568034,-0.828268826,0.962626934,0.234042555,1.86588943,3,1.25,-1.067680359,-1.033538461,1.062184811,0.289473623,0.942154825,3.25,1,JAX,KC,9,17,KC,KC,-2.398800611,-0.479563057,0.761711478,0.275000036,0.462710708,2.599999905,1,5.618223667,-0.110006183,1.02891171,0.200000018,0.504531801,1.333333373,1.5
MIN,4.872261047,-0.83005023,1.333538055,0.282051295,0.289377153,2.599999905,1,2.183069944,-0.222655043,0.924682438,0.282051295,1.275293708,2.599999905,1.333333373,MIN,KC,20,27,KC,KC,-2.398800611,-0.479563057,0.761711478,0.275000036,0.462710708,2.599999905,1,5.618223667,-0.110006183,1.02891171,0.200000018,0.504531801,1.333333373,1.5
NYJ,0.865299404,-0.762514591,1.019608498,0.25,2.314345598,2.75,2.5,-7.085914135,-0.378294468,0.933701336,0.268292695,-0.370889157,2.5,1.666666627,NYJ,KC,20,23,KC,KC,-2.398800611,-0.479563057,0.761711478,0.275000036,0.462710708,2.599999905,1,5.618223667,-0.110006183,1.02891171,0.200000018,0.504531801,1.333333373,1.5
CHI,10.52646828,-0.557779729,1.103261352,0.229166672,0.078425378,2.333333254,1.5,-2.843157053,0.382283956,1.109271407,0.305555582,-0.523953497,4,1.25,CHI,KC,10,41,KC,KC,-2.398800611,-0.479563057,0.761711478,0.275000036,0.462710708,2.599999905,1,5.618223667,-0.110006183,1.02891171,0.200000018,0.504531801,1.333333373,1.5
DET,-3.795951128,-0.587721825,0.856275558,0.23404254,1.28368926,3.5,1.666666627,5.12949419,-0.442928672,1.144228816,0.323529363,1.30859971,1.75,1,DET,KC,21,20,KC,KC,-2.398800611,-0.479563057,0.761711478,0.275000036,0.462710708,2.599999905,1,5.618223667,-0.110006183,1.02891171,0.200000018,0.504531801,1.333333373,1.5
JAX,1.898568034,-0.828268826,0.962626934,0.234042555,1.86588943,3,1.25,-1.067680359,-1.033538461,1.062184811,0.289473623,0.942154825,3.25,1,JAX,KC,9,17,KC,KC,-2.398800611,-0.479563057,0.761711478,0.275000036,0.462710708,2.599999905,1,5.618223667,-0.110006183,1.02891171,0.200000018,0.504531801,1.333333373,1.5
MIN,4.872261047,-0.83005023,1.333538055,0.282051295,0.289377153,2.599999905,1,2.183069944,-0.222655043,0.924682438,0.282051295,1.275293708,2.599999905,1.333333373,MIN,KC,20,27,KC,KC,-2.398800611,-0.479563057,0.761711478,0.275000036,0.462710708,2.599999905,1,5.618223667,-0.110006183,1.02891171,0.200000018,0.504531801,1.333333373,1.5
NYJ,0.865299404,-0.762514591,1.019608498,0.25,2.314345598,2.75,2.5,-7.085914135,-0.378294468,0.933701336,0.268292695,-0.370889157,2.5,1.666666627,NYJ,KC,20,23,KC,KC,-2.398800611,-0.479563057,0.761711478,0.275000036,0.462710708,2.599999905,1,5.618223667,-0.110006183,1.02891171,0.200000018,0.504531801,1.333333373,1.5
CHI,10.52646828,-0.557779729,1.103261352,0.229166672,0.078425378,2.333333254,1.5,-2.843157053,0.382283956,1.109271407,0.305555582,-0.523953497,4,1.25,CHI,KC,10,41,KC,KC,-2.398800611,-0.479563057,0.761711478,0.275000036,0.462710708,2.599999905,1,5.618223667,-0.110006183,1.02891171,0.200000018,0.504531801,1.333333373,1.5
DET,-3.795951128,-0.587721825,0.856275558,0.23404254,1.28368926,3.5,1.666666627,5.12949419,-0.442928672,1.144228816,0.323529363,1.30859971,1.75,1,DET,KC,21,20,KC,KC,-2.398800611,-0.479563057,0.761711478,0.275000036,0.462710708,2.599999905,1,5.618223667,-0.110006183,1.02891171,0.200000018,0.504531801,1.333333373,1.5
JAX,1.898568034,-0.828268826,0.962626934,0.234042555,1.86588943,3,1.25,-1.067680359,-1.033538461,1.062184811,0.289473623,0.942154825,3.25,1,JAX,KC,9,17,KC,KC,-2.398800611,-0.479563057,0.761711478,0.275000036,0.462710708,2.599999905,1,5.618223667,-0.110006183,1.02891171,0.200000018,0.504531801,1.333333373,1.5
MIN,4.872261047,-0.83005023,1.333538055,0.282051295,0.289377153,2.599999905,1,2.183069944,-0.222655043,0.924682438,0.282051295,1.275293708,2.599999905,1.333333373,MIN,KC,20,27,KC,KC,-2.398800611,-0.479563057,0.761711478,0.275000036,0.462710708,2.599999905,1,5.618223667,-0.110006183,1.02891171,0.200000018,0.504531801,1.333333373,1.5
NYJ,0.865299404,-0.762514591,1.019608498,0.25,2.314345598,2.75,2.5,-7.085914135,-0.378294468,0.933701336,0.268292695,-0.370889157,2.5,1.666666627,NYJ,KC,20,23,KC,KC,-2.398800611,-0.479563057,0.761711478,0.275000036,0.462710708,2.599999905,1,5.618223667,-0.110006183,1.02891171,0.200000018,0.504531801,1.333333373,1.5
CHI,10.52646828,-0.557779729,1.103261352,0.229166672,0.078425378,2.333333254,1.5,-2.843157053,0.382283956,1.109271407,0.305555582,-0.523953497,4,1.25,CHI,KC,10,41,KC,KC,-2.398800611,-0.479563057,0.761711478,0.275000036,0.462710708,2.599999905,1,5.618223667,-0.110006183,1.02891171,0.200000018,0.504531801,1.333333373,1.5
DET,-3.795951128,-0.587721825,0.856275558,0.23404254,1.28368926,3.5,1.666666627,5.12949419,-0.442928672,1.144228816,0.323529363,1.30859971,1.75,1,DET,KC,21,20,KC,KC,-2.398800611,-0.479563057,0.761711478,0.275000036,0.462710708,2.599999905,1,5.618223667,-0.110006183,1.02891171,0.200000018,0.504531801,1.333333373,1.5
JAX,1.898568034,-0.828268826,0.962626934,0.234042555,1.86588943,3,1.25,-1.067680359,-1.033538461,1.062184811,0.289473623,0.942154825,3.25,1,JAX,KC,9,17,KC,KC,-2.398800611,-0.479563057,0.761711478,0.275000036,0.462710708,2.599999905,1,5.618223667,-0.110006183,1.02891171,0.200000018,0.504531801,1.333333373,1.5
MIN,4.872261047,-0.83005023,1.333538055,0.282051295,0.289377153,2.599999905,1,2.183069944,-0.222655043,0.924682438,0.282051295,1.275293708,2.599999905,1.333333373,MIN,KC,20,27,KC,KC,-2.398800611,-0.479563057,0.761711478,0.275000036,0.462710708,2.599999905,1,5.618223667,-0.110006183,1.02891171,0.200000018,0.504531801,1.333333373,1.5
NYJ,0.865299404,-0.762514591,1.019608498,0.25,2.314345598,2.75,2.5,-7.085914135,-0.378294468,0.933701336,0.268292695,-0.370889157,2.5,1.666666627,NYJ,KC,20,23,KC,KC,-2.398800611,-0.479563057,0.761711478,0.275000036,0.462710708,2.599999905,1,5.618223667,-0.110006183,1.02891171,0.200000018,0.504531801,1.333333373,1.5
CIN,-2.044479847,0.041142683,0.736746013,0.282051295,0.821360409,3.75,1.5,-4.00076437,-1.016093016,0.877903759,0.297297269,0.667471588,2.200000048,1,CIN,LA,19,16,LA,LA,1.074828506,-0.038604103,0.842607319,0.305555522,1.789260149,1.600000024,1,3.204817533,0.531610608,0.83831346,0.333333313,1.657974601,3.25,1.666666627
IND,1.879616737,-0.696537316,1.021775961,0.289473653,1.312056899,3,1,0.966222048,-1.058445811,1.448699594,0.268292695,0.597698629,3,1,IND,LA,23,29,LA,LA,1.074828506,-0.038604103,0.842607319,0.305555522,1.789260149,1.600000024,1,3.204817533,0.531610608,0.83831346,0.333333313,1.657974601,3.25,1.666666627
PHI,3.313935518,-0.521933019,0.71656096,0.297297299,0.195771351,3,1,3.272067308,0.890267849,0.815006077,0.34375,0.256431013,2.400000095,1.333333373,PHI,LA,23,14,LA,LA,1.074828506,-0.038604103,0.842607319,0.305555522,1.789260149,1.600000024,1,3.204817533,0.531610608,0.83831346,0.333333313,1.657974601,3.25,1.666666627
SEA,0.568006873,-0.804208517,1.077808142,0.244444445,1.314467669,4,1.5,1.685176849,0.595556617,1.163037658,0.251428515,1.540668249,1.75,1,SEA,LA,13,30,LA,LA,1.074828506,-0.038604103,0.842607319,0.305555522,1.789260149,1.600000024,1,3.204817533,0.531610608,0.83831346,0.333333313,1.657974601,3.25,1.666666627
SF,-6.251096249,-0.186934322,1.926877379,0.261904776,2.850395441,2.166666746,2,11.0967989,0.009895548,1.255221486,0.323529422,1.934275866,1.600000024,0,SF,LA,30,23,LA,LA,1.074828506,-0.038604103,0.842607319,0.305555522,1.789260149,1.600000024,1,3.204817533,0.531610608,0.83831346,0.333333313,1.657974601,3.25,1.666666627
CIN,-2.044479847,0.041142683,0.736746013,0.282051295,0.821360409,3.75,1.5,-4.00076437,-1.016093016,0.877903759,0.297297269,0.667471588,2.200000048,1,CIN,LA,19,16,LA,LA,1.074828506,-0.038604103,0.842607319,0.305555522,1.789260149,1.600000024,1,3.204817533,0.531610608,0.83831346,0.333333313,1.657974601,3.25,1.666666627
IND,1.879616737,-0.696537316,1.021775961,0.289473653,1.312056899,3,1,0.966222048,-1.058445811,1.448699594,0.268292695,0.597698629,3,1,IND,LA,23,29,LA,LA,1.074828506,-0.038604103,0.842607319,0.305555522,1.789260149,1.600000024,1,3.204817533,0.531610608,0.83831346,0.333333313,1.657974601,3.25,1.666666627
PHI,3.313935518,-0.521933019,0.71656096,0.297297299,0.195771351,3,1,3.272067308,0.890267849,0.815006077,0.34375,0.256431013,2.400000095,1.333333373,PHI,LA,23,14,LA,LA,1.074828506,-0.038604103,0.842607319,0.305555522,1.789260149,1.600000024,1,3.204817533,0.531610608,0.83831346,0.333333313,1.657974601,3.25,1.666666627
SEA,0.568006873,-0.804208517,1.077808142,0.244444445,1.314467669,4,1.5,1.685176849,0.595556617,1.163037658,0.251428515,1.540668249,1.75,1,SEA,LA,13,30,LA,LA,1.074828506,-0.038604103,0.842607319,0.305555522,1.789260149,1.600000024,1,3.204817533,0.531610608,0.83831346,0.333333313,1.657974601,3.25,1.666666627
SF,-6.251096249,-0.186934322,1.926877379,0.261904776,2.850395441,2.166666746,2,11.0967989,0.009895548,1.255221486,0.323529422,1.934275866,1.600000024,0,SF,LA,30,23,LA,LA,1.074828506,-0.038604103,0.842607319,0.305555522,1.789260149,1.600000024,1,3.204817533,0.531610608,0.83831346,0.333333313,1.657974601,3.25,1.666666627
CIN,-2.044479847,0.041142683,0.736746013,0.282051295,0.821360409,3.75,1.5,-4.00076437,-1.016093016,0.877903759,0.297297269,0.667471588,2.200000048,1,CIN,LA,19,16,LA,LA,1.074828506,-0.038604103,0.842607319,0.305555522,1.789260149,1.600000024,1,3.204817533,0.531610608,0.83831346,0.333333313,1.657974601,3.25,1.666666627
IND,1.879616737,-0.696537316,1.021775961,0.289473653,1.312056899,3,1,0.966222048,-1.058445811,1.448699594,0.268292695,0.597698629,3,1,IND,LA,23,29,LA,LA,1.074828506,-0.038604103,0.842607319,0.305555522,1.789260149,1.600000024,1,3.204817533,0.531610608,0.83831346,0.333333313,1.657974601,3.25,1.666666627
PHI,3.313935518,-0.521933019,0.71656096,0.297297299,0.195771351,3,1,3.272067308,0.890267849,0.815006077,0.34375,0.256431013,2.400000095,1.333333373,PHI,LA,23,14,LA,LA,1.074828506,-0.038604103,0.842607319,0.305555522,1.789260149,1.600000024,1,3.204817533,0.531610608,0.83831346,0.333333313,1.657974601,3.25,1.666666627
SEA,0.568006873,-0.804208517,1.077808142,0.244444445,1.314467669,4,1.5,1.685176849,0.595556617,1.163037658,0.251428515,1.540668249,1.75,1,SEA,LA,13,30,LA,LA,1.074828506,-0.038604103,0.842607319,0.305555522,1.789260149,1.600000024,1,3.204817533,0.531610608,0.83831346,0.333333313,1.657974601,3.25,1.666666627
SF,-6.251096249,-0.186934322,1.926877379,0.261904776,2.850395441,2.166666746,2,11.0967989,0.009895548,1.255221486,0.323529422,1.934275866,1.600000024,0,SF,LA,30,23,LA,LA,1.074828506,-0.038604103,0.842607319,0.305555522,1.789260149,1.600000024,1,3.204817533,0.531610608,0.83831346,0.333333313,1.657974601,3.25,1.666666627
CIN,-2.044479847,0.041142683,0.736746013,0.282051295,0.821360409,3.75,1.5,-4.00076437,-1.016093016,0.877903759,0.297297269,0.667471588,2.200000048,1,CIN,LA,19,16,LA,LA,1.074828506,-0.038604103,0.842607319,0.305555522,1.789260149,1.600000024,1,3.204817533,0.531610608,0.83831346,0.333333313,1.657974601,3.25,1.666666627
IND,1.879616737,-0.696537316,1.021775961,0.289473653,1.312056899,3,1,0.966222048,-1.058445811,1.448699594,0.268292695,0.597698629,3,1,IND,LA,23,29,LA,LA,1.074828506,-0.038604103,0.842607319,0.305555522,1.789260149,1.600000024,1,3.204817533,0.531610608,0.83831346,0.333333313,1.657974601,3.25,1.666666627
PHI,3.313935518,-0.521933019,0.71656096,0.297297299,0.195771351,3,1,3.272067308,0.890267849,0.815006077,0.34375,0.256431013,2.400000095,1.333333373,PHI,LA,23,14,LA,LA,1.074828506,-0.038604103,0.842607319,0.305555522,1.789260149,1.600000024,1,3.204817533,0.531610608,0.83831346,0.333333313,1.657974601,3.25,1.666666627
SEA,0.568006873,-0.804208517,1.077808142,0.244444445,1.314467669,4,1.5,1.685176849,0.595556617,1.163037658,0.251428515,1.540668249,1.75,1,SEA,LA,13,30,LA,LA,1.074828506,-0.038604103,0.842607319,0.305555522,1.789260149,1.600000024,1,3.204817533,0.531610608,0.83831346,0.333333313,1.657974601,3.25,1.666666627
SF,-6.251096249,-0.186934322,1.926877379,0.261904776,2.850395441,2.166666746,2,11.0967989,0.009895548,1.255221486,0.323529422,1.934275866,1.600000024,0,SF,LA,30,23,LA,LA,1.074828506,-0.038604103,0.842607319,0.305555522,1.789260149,1.600000024,1,3.204817533,0.531610608,0.83831346,0.333333313,1.657974601,3.25,1.666666627
CIN,-2.044479847,0.041142683,0.736746013,0.282051295,0.821360409,3.75,1.5,-4.00076437,-1.016093016,0.877903759,0.297297269,0.667471588,2.200000048,1,CIN,LA,19,16,LA,LA,1.074828506,-0.038604103,0.842607319,0.305555522,1.789260149,1.600000024,1,3.204817533,0.531610608,0.83831346,0.333333313,1.657974601,3.25,1.666666627
IND,1.879616737,-0.696537316,1.021775961,0.289473653,1.312056899,3,1,0.966222048,-1.058445811,1.448699594,0.268292695,0.597698629,3,1,IND,LA,23,29,LA,LA,1.074828506,-0.038604103,0.842607319,0.305555522,1.789260149,1.600000024,1,3.204817533,0.531610608,0.83831346,0.333333313,1.657974601,3.25,1.666666627
PHI,3.313935518,-0.521933019,0.71656096,0.297297299,0.195771351,3,1,3.272067308,0.890267849,0.815006077,0.34375,0.256431013,2.400000095,1.333333373,PHI,LA,23,14,LA,LA,1.074828506,-0.038604103,0.842607319,0.305555522,1.789260149,1.600000024,1,3.204817533,0.531610608,0.83831346,0.333333313,1.657974601,3.25,1.666666627
SEA,0.568006873,-0.804208517,1.077808142,0.244444445,1.314467669,4,1.5,1.685176849,0.595556617,1.163037658,0.251428515,1.540668249,1.75,1,SEA,LA,13,30,LA,LA,1.074828506,-0.038604103,0.842607319,0.305555522,1.789260149,1.600000024,1,3.204817533,0.531610608,0.83831346,0.333333313,1.657974601,3.25,1.666666627
SF,-6.251096249,-0.186934322,1.926877379,0.261904776,2.850395441,2.166666746,2,11.0967989,0.009895548,1.255221486,0.323529422,1.934275866,1.600000024,0,SF,LA,30,23,LA,LA,1.074828506,-0.038604103,0.842607319,0.305555522,1.789260149,1.600000024,1,3.204817533,0.531610608,0.83831346,0.333333313,1.657974601,3.25,1.666666627
LV,0.610190272,0.022218173,1.052874565,0.25000003,0.53982079,1.799999952,2,-1.807056904,-1.157999158,1.012217879,0.289473712,0.571608245,3.75,1.600000024,LV,LAC,17,24,LAC,LAC,4.547432899,-0.490835637,0.991264403,0.274999976,1.89677012,5.333333492,1,5.963441372,0.010870655,1.148992419,0.258823544,0.058332901,2.25,1
MIA,3.105605364,0.013597399,0.997547865,0.249999985,2.125290155,2.833333254,1,10.67983913,0.605591893,1.640902519,0.275000036,0.924381375,2,1.25,MIA,LAC,36,34,LAC,LAC,4.547432899,-0.490835637,0.991264403,0.274999976,1.89677012,5.333333492,1,5.963441372,0.010870655,1.148992419,0.258823544,0.058332901,2.25,1
MIN,4.872261047,-0.83005023,1.333538055,0.282051295,0.289377153,2.599999905,1,2.183069944,-0.222655043,0.924682438,0.282051295,1.275293708,2.599999905,1.333333373,MIN,LAC,24,28,LAC,LAC,4.547432899,-0.490835637,0.991264403,0.274999976,1.89677012,5.333333492,1,5.963441372,0.010870655,1.148992419,0.258823544,0.058332901,2.25,1
TEN,4.363629818,-0.944789469,1.107327104,0.282051295,0.658637047,2.799999952,1,-0.784345508,-0.870469749,0.836508334,0.305555522,0.956288397,3.400000095,1.666666627,TEN,LAC,27,24,LAC,LAC,4.547432899,-0.490835637,0.991264403,0.274999976,1.89677012,5.333333492,1,5.963441372,0.010870655,1.148992419,0.258823544,0.058332901,2.25,1
LV,0.610190272,0.022218173,1.052874565,0.25000003,0.53982079,1.799999952,2,-1.807056904,-1.157999158,1.012217879,0.289473712,0.571608245,3.75,1.600000024,LV,LAC,17,24,LAC,LAC,4.547432899,-0.490835637,0.991264403,0.274999976,1.89677012,5.333333492,1,5.963441372,0.010870655,1.148992419,0.258823544,0.058332901,2.25,1
MIA,3.105605364,0.013597399,0.997547865,0.249999985,2.125290155,2.833333254,1,10.67983913,0.605591893,1.640902519,0.275000036,0.924381375,2,1.25,MIA,LAC,36,34,LAC,LAC,4.547432899,-0.490835637,0.991264403,0.274999976,1.89677012,5.333333492,1,5.963441372,0.010870655,1.148992419,0.258823544,0.058332901,2.25,1
MIN,4.872261047,-0.83005023,1.333538055,0.282051295,0.289377153,2.599999905,1,2.183069944,-0.222655043,0.924682438,0.282051295,1.275293708,2.599999905,1.333333373,MIN,LAC,24,28,LAC,LAC,4.547432899,-0.490835637,0.991264403,0.274999976,1.89677012,5.333333492,1,5.963441372,0.010870655,1.148992419,0.258823544,0.058332901,2.25,1
TEN,4.363629818,-0.944789469,1.107327104,0.282051295,0.658637047,2.799999952,1,-0.784345508,-0.870469749,0.836508334,0.305555522,0.956288397,3.400000095,1.666666627,TEN,LAC,27,24,LAC,LAC,4.547432899,-0.490835637,0.991264403,0.274999976,1.89677012,5.333333492,1,5.963441372,0.010870655,1.148992419,0.258823544,0.058332901,2.25,1
LV,0.610190272,0.022218173,1.052874565,0.25000003,0.53982079,1.799999952,2,-1.807056904,-1.157999158,1.012217879,0.289473712,0.571608245,3.75,1.600000024,LV,LAC,17,24,LAC,LAC,4.547432899,-0.490835637,0.991264403,0.274999976,1.89677012,5.333333492,1,5.963441372,0.010870655,1.148992419,0.258823544,0.058332901,2.25,1
MIA,3.105605364,0.013597399,0.997547865,0.249999985,2.125290155,2.833333254,1,10.67983913,0.605591893,1.640902519,0.275000036,0.924381375,2,1.25,MIA,LAC,36,34,LAC,LAC,4.547432899,-0.490835637,0.991264403,0.274999976,1.89677012,5.333333492,1,5.963441372,0.010870655,1.148992419,0.258823544,0.058332901,2.25,1
MIN,4.872261047,-0.83005023,1.333538055,0.282051295,0.289377153,2.599999905,1,2.183069944,-0.222655043,0.924682438,0.282051295,1.275293708,2.599999905,1.333333373,MIN,LAC,24,28,LAC,LAC,4.547432899,-0.490835637,0.991264403,0.274999976,1.89677012,5.333333492,1,5.963441372,0.010870655,1.148992419,0.258823544,0.058332901,2.25,1
TEN,4.363629818,-0.944789469,1.107327104,0.282051295,0.658637047,2.799999952,1,-0.784345508,-0.870469749,0.836508334,0.305555522,0.956288397,3.400000095,1.666666627,TEN,LAC,27,24,LAC,LAC,4.547432899,-0.490835637,0.991264403,0.274999976,1.89677012,5.333333492,1,5.963441372,0.010870655,1.148992419,0.258823544,0.058332901,2.25,1
LV,0.610190272,0.022218173,1.052874565,0.25000003,0.53982079,1.799999952,2,-1.807056904,-1.157999158,1.012217879,0.289473712,0.571608245,3.75,1.600000024,LV,LAC,17,24,LAC,LAC,4.547432899,-0.490835637,0.991264403,0.274999976,1.89677012,5.333333492,1,5.963441372,0.010870655,1.148992419,0.258823544,0.058332901,2.25,1
MIA,3.105605364,0.013597399,0.997547865,0.249999985,2.125290155,2.833333254,1,10.67983913,0.605591893,1.640902519,0.275000036,0.924381375,2,1.25,MIA,LAC,36,34,LAC,LAC,4.547432899,-0.490835637,0.991264403,0.274999976,1.89677012,5.333333492,1,5.963441372,0.010870655,1.148992419,0.258823544,0.058332901,2.25,1
MIN,4.872261047,-0.83005023,1.333538055,0.282051295,0.289377153,2.599999905,1,2.183069944,-0.222655043,0.924682438,0.282051295,1.275293708,2.599999905,1.333333373,MIN,LAC,24,28,LAC,LAC,4.547432899,-0.490835637,0.991264403,0.274999976,1.89677012,5.333333492,1,5.963441372,0.010870655,1.148992419,0.258823544,0.058332901,2.25,1
TEN,4.363629818,-0.944789469,1.107327104,0.282051295,0.658637047,2.799999952,1,-0.784345508,-0.870469749,0.836508334,0.305555522,0.956288397,3.400000095,1.666666627,TEN,LAC,27,24,LAC,LAC,4.547432899,-0.490835637,0.991264403,0.274999976,1.89677012,5.333333492,1,5.963441372,0.010870655,1.148992419,0.258823544,0.058332901,2.25,1
BUF,-4.800998688,-0.08975096,1.166542888,0.282051265,0.852969706,4.199999809,2,10.8323822,0.464761585,1.076868296,0.249999985,2.365829706,3,1.666666627,BUF,LV,38,10,LV,LV,0.610190272,0.022218173,1.052874565,0.25000003,0.53982079,1.799999952,2,-1.807056904,-1.157999158,1.012217879,0.289473712,0.571608245,3.75,1.600000024
DEN,8.561881065,0.817699611,1.42549181,0.268292725,-0.239349544,4,1,2.343309641,-0.215516239,1.082902193,0.234042615,1.644558907,3,1,DEN,LV,16,17,LV,LV,0.610190272,0.022218173,1.052874565,0.25000003,0.53982079,1.799999952,2,-1.807056904,-1.157999158,1.012217879,0.289473712,0.571608245,3.75,1.600000024
GB,-1.38120544,0.062478565,1.146198988,0.282051295,-0.242659271,2.142857075,1,-1.999581933,-0.128246367,0.709808648,0.25000003,0.292269528,2,2,GB,LV,13,17,LV,LV,0.610190272,0.022218173,1.052874565,0.25000003,0.53982079,1.799999952,2,-1.807056904,-1.157999158,1.012217879,0.289473712,0.571608245,3.75,1.600000024
LAC,4.547432899,-0.490835637,0.991264403,0.274999976,1.89677012,5.333333492,1,5.963441372,0.010870655,1.148992419,0.258823544,0.058332901,2.25,1,LAC,LV,24,17,LV,LV,0.610190272,0.022218173,1.052874565,0.25000003,0.53982079,1.799999952,2,-1.807056904,-1.157999158,1.012217879,0.289473712,0.571608245,3.75,1.600000024
PIT,-3.220057726,0.000801739,0.830326617,0.289473742,0.690930367,4.25,1.666666627,-5.446530819,-1.265805364,0.864830732,0.282051295,0.655430138,2.799999952,1.333333373,PIT,LV,23,18,LV,LV,0.610190272,0.022218173,1.052874565,0.25000003,0.53982079,1.799999952,2,-1.807056904,-1.157999158,1.012217879,0.289473712,0.571608245,3.75,1.600000024
BUF,-4.800998688,-0.08975096,1.166542888,0.282051265,0.852969706,4.199999809,2,10.8323822,0.464761585,1.076868296,0.249999985,2.365829706,3,1.666666627,BUF,LV,38,10,LV,LV,0.610190272,0.022218173,1.052874565,0.25000003,0.53982079,1.799999952,2,-1.807056904,-1.157999158,1.012217879,0.289473712,0.571608245,3.75,1.600000024
DEN,8.561881065,0.817699611,1.42549181,0.268292725,-0.239349544,4,1,2.343309641,-0.215516239,1.082902193,0.234042615,1.644558907,3,1,DEN,LV,16,17,LV,LV,0.610190272,0.022218173,1.052874565,0.25000003,0.53982079,1.799999952,2,-1.807056904,-1.157999158,1.012217879,0.289473712,0.571608245,3.75,1.600000024
GB,-1.38120544,0.062478565,1.146198988,0.282051295,-0.242659271,2.142857075,1,-1.999581933,-0.128246367,0.709808648,0.25000003,0.292269528,2,2,GB,LV,13,17,LV,LV,0.610190272,0.022218173,1.052874565,0.25000003,0.53982079,1.799999952,2,-1.807056904,-1.157999158,1.012217879,0.289473712,0.571608245,3.75,1.600000024
LAC,4.547432899,-0.490835637,0.991264403,0.274999976,1.89677012,5.333333492,1,5.963441372,0.010870655,1.148992419,0.258823544,0.058332901,2.25,1,LAC,LV,24,17,LV,LV,0.610190272,0.022218173,1.052874565,0.25000003,0.53982079,1.799999952,2,-1.807056904,-1.157999158,1.012217879,0.289473712,0.571608245,3.75,1.600000024
PIT,-3.220057726,0.000801739,0.830326617,0.289473742,0.690930367,4.25,1.666666627,-5.446530819,-1.265805364,0.864830732,0.282051295,0.655430138,2.799999952,1.333333373,PIT,LV,23,18,LV,LV,0.610190272,0.022218173,1.052874565,0.25000003,0.53982079,1.799999952,2,-1.807056904,-1.157999158,1.012217879,0.289473712,0.571608245,3.75,1.600000024
BUF,-4.800998688,-0.08975096,1.166542888,0.282051265,0.852969706,4.199999809,2,10.8323822,0.464761585,1.076868296,0.249999985,2.365829706,3,1.666666627,BUF,LV,38,10,LV,LV,0.610190272,0.022218173,1.052874565,0.25000003,0.53982079,1.799999952,2,-1.807056904,-1.157999158,1.012217879,0.289473712,0.571608245,3.75,1.600000024
DEN,8.561881065,0.817699611,1.42549181,0.268292725,-0.239349544,4,1,2.343309641,-0.215516239,1.082902193,0.234042615,1.644558907,3,1,DEN,LV,16,17,LV,LV,0.610190272,0.022218173,1.052874565,0.25000003,0.53982079,1.799999952,2,-1.807056904,-1.157999158,1.012217879,0.289473712,0.571608245,3.75,1.600000024
GB,-1.38120544,0.062478565,1.146198988,0.282051295,-0.242659271,2.142857075,1,-1.999581933,-0.128246367,0.709808648,0.25000003,0.292269528,2,2,GB,LV,13,17,LV,LV,0.610190272,0.022218173,1.052874565,0.25000003,0.53982079,1.799999952,2,-1.807056904,-1.157999158,1.012217879,0.289473712,0.571608245,3.75,1.600000024
LAC,4.547432899,-0.490835637,0.991264403,0.274999976,1.89677012,5.333333492,1,5.963441372,0.010870655,1.148992419,0.258823544,0.058332901,2.25,1,LAC,LV,24,17,LV,LV,0.610190272,0.022218173,1.052874565,0.25000003,0.53982079,1.799999952,2,-1.807056904,-1.157999158,1.012217879,0.289473712,0.571608245,3.75,1.600000024
PIT,-3.220057726,0.000801739,0.830326617,0.289473742,0.690930367,4.25,1.666666627,-5.446530819,-1.265805364,0.864830732,0.282051295,0.655430138,2.799999952,1.333333373,PIT,LV,23,18,LV,LV,0.610190272,0.022218173,1.052874565,0.25000003,0.53982079,1.799999952,2,-1.807056904,-1.157999158,1.012217879,0.289473712,0.571608245,3.75,1.600000024
BUF,-4.800998688,-0.08975096,1.166542888,0.282051265,0.852969706,4.199999809,2,10.8323822,0.464761585,1.076868296,0.249999985,2.365829706,3,1.666666627,BUF,LV,38,10,LV,LV,0.610190272,0.022218173,1.052874565,0.25000003,0.53982079,1.799999952,2,-1.807056904,-1.157999158,1.012217879,0.289473712,0.571608245,3.75,1.600000024
